n,d,S,Sh,norm,dtau,dtau_type,distribution,design,rejection_rate,pvalue_NA_rate,N,psd_rate,pd_rate
50,18,Sh,ShP,Euclidean,0.2,single,t4,unbalanced,25.4,0,1000,0,0
50,18,Sh,ShP,Supremum,0.2,single,t4,unbalanced,13.6,0,1000,0,0
50,18,I,ShP,Euclidean,0.2,single,t4,unbalanced,0.9,0,1000,0,0
50,18,I,ShP,Supremum,0.2,single,t4,unbalanced,10.3,0,1000,0,0
50,18,Sh,SbP,Euclidean,0.2,single,t4,unbalanced,7.4,0,1000,1,1
50,18,Sh,SbP,Supremum,0.2,single,t4,unbalanced,30.3,0,1000,1,1
50,18,I,SbP,Euclidean,0.2,single,t4,unbalanced,5.7,0,1000,1,1
50,18,I,SbP,Supremum,0.2,single,t4,unbalanced,10.7,0,1000,1,1
50,18,Sh,ShJ,Euclidean,0.2,single,t4,unbalanced,13.2,0,1000,1,0
50,18,Sh,ShJ,Supremum,0.2,single,t4,unbalanced,7.5,0,1000,1,0
50,18,I,ShJ,Euclidean,0.2,single,t4,unbalanced,0.2,0,1000,1,0
50,18,I,ShJ,Supremum,0.2,single,t4,unbalanced,7.9,0,1000,1,0
50,18,Sh,SbJ,Euclidean,0.2,single,t4,unbalanced,9.4,0,1000,1,1
50,18,Sh,SbJ,Supremum,0.2,single,t4,unbalanced,30.6,0,1000,1,1
50,18,I,SbJ,Euclidean,0.2,single,t4,unbalanced,6.9,0,1000,1,1
50,18,I,SbJ,Supremum,0.2,single,t4,unbalanced,10.7,0,1000,1,1
50,6,Sh,ShP,Euclidean,0.1,single,t4,unbalanced,44.1,0,1000,0.995,0.995
50,6,Sh,ShP,Supremum,0.1,single,t4,unbalanced,39.4,0,1000,0.995,0.995
50,6,I,ShP,Euclidean,0.1,single,t4,unbalanced,8.1,0,1000,0.995,0.995
50,6,I,ShP,Supremum,0.1,single,t4,unbalanced,8.2,0,1000,0.995,0.995
50,6,Sh,SbP,Euclidean,0.1,single,t4,unbalanced,2.5,0,1000,1,1
50,6,Sh,SbP,Supremum,0.1,single,t4,unbalanced,2.5,0,1000,1,1
50,6,I,SbP,Euclidean,0.1,single,t4,unbalanced,5.1,0,1000,1,1
50,6,I,SbP,Supremum,0.1,single,t4,unbalanced,6.5,0,1000,1,1
50,6,Sh,ShJ,Euclidean,0.1,single,t4,unbalanced,27.7,0,1000,1,1
50,6,Sh,ShJ,Supremum,0.1,single,t4,unbalanced,26.2,0,1000,1,1
50,6,I,ShJ,Euclidean,0.1,single,t4,unbalanced,5.6,0,1000,1,1
50,6,I,ShJ,Supremum,0.1,single,t4,unbalanced,6.4,0,1000,1,1
50,6,Sh,SbJ,Euclidean,0.1,single,t4,unbalanced,10.2,0,1000,1,1
50,6,Sh,SbJ,Supremum,0.1,single,t4,unbalanced,9.2,0,1000,1,1
50,6,I,SbJ,Euclidean,0.1,single,t4,unbalanced,7.7,0,1000,1,1
50,6,I,SbJ,Supremum,0.1,single,t4,unbalanced,7.1,0,1000,1,1
250,18,Sh,ShP,Euclidean,0.2,single,t4,balanced,100,0,1000,0.996,0.995
250,18,Sh,ShP,Supremum,0.2,single,t4,balanced,100,0,1000,0.996,0.995
250,18,I,ShP,Euclidean,0.2,single,t4,balanced,19,0,1000,0.996,0.995
250,18,I,ShP,Supremum,0.2,single,t4,balanced,99,0,1000,0.996,0.995
250,18,Sh,SbP,Euclidean,0.2,single,t4,balanced,74.6,0,1000,1,1
250,18,Sh,SbP,Supremum,0.2,single,t4,balanced,100,0,1000,1,1
250,18,I,SbP,Euclidean,0.2,single,t4,balanced,27.2,0,1000,1,1
250,18,I,SbP,Supremum,0.2,single,t4,balanced,99,0,1000,1,1
250,18,Sh,ShJ,Euclidean,0.2,single,t4,balanced,100,0,1000,1,1
250,18,Sh,ShJ,Supremum,0.2,single,t4,balanced,100,0,1000,1,1
250,18,I,ShJ,Euclidean,0.2,single,t4,balanced,16.2,0,1000,1,1
250,18,I,ShJ,Supremum,0.2,single,t4,balanced,99,0,1000,1,1
250,18,Sh,SbJ,Euclidean,0.2,single,t4,balanced,78.5,0,1000,1,1
250,18,Sh,SbJ,Supremum,0.2,single,t4,balanced,100,0,1000,1,1
250,18,I,SbJ,Euclidean,0.2,single,t4,balanced,27.4,0,1000,1,1
250,18,I,SbJ,Supremum,0.2,single,t4,balanced,99,0,1000,1,1
150,6,Sh,ShP,Euclidean,0.1,single,t4,unbalanced,37,0,1000,1,1
150,6,Sh,ShP,Supremum,0.1,single,t4,unbalanced,33,0,1000,1,1
150,6,I,ShP,Euclidean,0.1,single,t4,unbalanced,16.2,0,1000,1,1
150,6,I,ShP,Supremum,0.1,single,t4,unbalanced,18.3,0,1000,1,1
150,6,Sh,SbP,Euclidean,0.1,single,t4,unbalanced,18.6,0,1000,1,1
150,6,Sh,SbP,Supremum,0.1,single,t4,unbalanced,21.1,0,1000,1,1
150,6,I,SbP,Euclidean,0.1,single,t4,unbalanced,15,0,1000,1,1
150,6,I,SbP,Supremum,0.1,single,t4,unbalanced,17.1,0,1000,1,1
150,6,Sh,ShJ,Euclidean,0.1,single,t4,unbalanced,33,0,1000,1,1
150,6,Sh,ShJ,Supremum,0.1,single,t4,unbalanced,30.3,0,1000,1,1
150,6,I,ShJ,Euclidean,0.1,single,t4,unbalanced,14.4,0,1000,1,1
150,6,I,ShJ,Supremum,0.1,single,t4,unbalanced,16.3,0,1000,1,1
150,6,Sh,SbJ,Euclidean,0.1,single,t4,unbalanced,27.1,0,1000,1,1
150,6,Sh,SbJ,Supremum,0.1,single,t4,unbalanced,27.7,0,1000,1,1
150,6,I,SbJ,Euclidean,0.1,single,t4,unbalanced,16,0,1000,1,1
150,6,I,SbJ,Supremum,0.1,single,t4,unbalanced,17.5,0,1000,1,1
50,18,Sh,ShP,Euclidean,0.2,single,t4,balanced,27.4,0,1000,0,0
50,18,Sh,ShP,Supremum,0.2,single,t4,balanced,15.6,0,1000,0,0
50,18,I,ShP,Euclidean,0.2,single,t4,balanced,1.3,0,1000,0,0
50,18,I,ShP,Supremum,0.2,single,t4,balanced,7.1,0,1000,0,0
50,18,Sh,SbP,Euclidean,0.2,single,t4,balanced,6.5,0,1000,1,1
50,18,Sh,SbP,Supremum,0.2,single,t4,balanced,18.5,0,1000,1,1
50,18,I,SbP,Euclidean,0.2,single,t4,balanced,5.2,0,1000,1,1
50,18,I,SbP,Supremum,0.2,single,t4,balanced,7.7,0,1000,1,1
50,18,Sh,ShJ,Euclidean,0.2,single,t4,balanced,14.5,0,1000,1,0
50,18,Sh,ShJ,Supremum,0.2,single,t4,balanced,9.1,0,1000,1,0
50,18,I,ShJ,Euclidean,0.2,single,t4,balanced,0.5,0,1000,1,0
50,18,I,ShJ,Supremum,0.2,single,t4,balanced,4.7,0,1000,1,0
50,18,Sh,SbJ,Euclidean,0.2,single,t4,balanced,9.1,0,1000,1,1
50,18,Sh,SbJ,Supremum,0.2,single,t4,balanced,22.4,0,1000,1,1
50,18,I,SbJ,Euclidean,0.2,single,t4,balanced,7.3,0,1000,1,1
50,18,I,SbJ,Supremum,0.2,single,t4,balanced,8,0,1000,1,1
250,6,Sh,ShP,Euclidean,0.2,single,t4,unbalanced,99.8,0,1000,1,1
250,6,Sh,ShP,Supremum,0.2,single,t4,unbalanced,99.1,0,1000,1,1
250,6,I,ShP,Euclidean,0.2,single,t4,unbalanced,97.4,0,1000,1,1
250,6,I,ShP,Supremum,0.2,single,t4,unbalanced,99.6,0,1000,1,1
250,6,Sh,SbP,Euclidean,0.2,single,t4,unbalanced,99.7,0,1000,1,1
250,6,Sh,SbP,Supremum,0.2,single,t4,unbalanced,99.9,0,1000,1,1
250,6,I,SbP,Euclidean,0.2,single,t4,unbalanced,97.7,0,1000,1,1
250,6,I,SbP,Supremum,0.2,single,t4,unbalanced,99.5,0,1000,1,1
250,6,Sh,ShJ,Euclidean,0.2,single,t4,unbalanced,99.8,0,1000,1,1
250,6,Sh,ShJ,Supremum,0.2,single,t4,unbalanced,99.1,0,1000,1,1
250,6,I,ShJ,Euclidean,0.2,single,t4,unbalanced,97.4,0,1000,1,1
250,6,I,ShJ,Supremum,0.2,single,t4,unbalanced,99.4,0,1000,1,1
250,6,Sh,SbJ,Euclidean,0.2,single,t4,unbalanced,99.9,0,1000,1,1
250,6,Sh,SbJ,Supremum,0.2,single,t4,unbalanced,99.9,0,1000,1,1
250,6,I,SbJ,Euclidean,0.2,single,t4,unbalanced,97.6,0,1000,1,1
250,6,I,SbJ,Supremum,0.2,single,t4,unbalanced,99.5,0,1000,1,1
250,12,Sh,ShP,Euclidean,0,none,t4,unbalanced,74.5,0,1000,1,1
250,12,Sh,ShP,Supremum,0,none,t4,unbalanced,34.6,0,1000,1,1
250,12,I,ShP,Euclidean,0,none,t4,unbalanced,3.3,0,1000,1,1
250,12,I,ShP,Supremum,0,none,t4,unbalanced,5,0,1000,1,1
250,12,Sh,SbP,Euclidean,0,none,t4,unbalanced,4.1,0,1000,1,1
250,12,Sh,SbP,Supremum,0,none,t4,unbalanced,4.1,0,1000,1,1
250,12,I,SbP,Euclidean,0,none,t4,unbalanced,3.8,0,1000,1,1
250,12,I,SbP,Supremum,0,none,t4,unbalanced,4.7,0,1000,1,1
250,12,Sh,ShJ,Euclidean,0,none,t4,unbalanced,67.3,0,1000,1,1
250,12,Sh,ShJ,Supremum,0,none,t4,unbalanced,29.9,0,1000,1,1
250,12,I,ShJ,Euclidean,0,none,t4,unbalanced,2.5,0,1000,1,1
250,12,I,ShJ,Supremum,0,none,t4,unbalanced,4.4,0,1000,1,1
250,12,Sh,SbJ,Euclidean,0,none,t4,unbalanced,4.9,0,1000,1,1
250,12,Sh,SbJ,Supremum,0,none,t4,unbalanced,4.2,0,1000,1,1
250,12,I,SbJ,Euclidean,0,none,t4,unbalanced,4.1,0,1000,1,1
250,12,I,SbJ,Supremum,0,none,t4,unbalanced,4.5,0,1000,1,1
250,18,Sh,ShP,Euclidean,0.1,single,t4,balanced,100,0,1000,0.997,0.997
250,18,Sh,ShP,Supremum,0.1,single,t4,balanced,100,0,1000,0.997,0.997
250,18,I,ShP,Euclidean,0.1,single,t4,balanced,5.6,0,1000,0.997,0.997
250,18,I,ShP,Supremum,0.1,single,t4,balanced,18.6,0,1000,0.997,0.997
250,18,Sh,SbP,Euclidean,0.1,single,t4,balanced,13.8,0,1000,1,1
250,18,Sh,SbP,Supremum,0.1,single,t4,balanced,38.4,0,1000,1,1
250,18,I,SbP,Euclidean,0.1,single,t4,balanced,8.2,0,1000,1,1
250,18,I,SbP,Supremum,0.1,single,t4,balanced,18.8,0,1000,1,1
250,18,Sh,ShJ,Euclidean,0.1,single,t4,balanced,100,0,1000,1,1
250,18,Sh,ShJ,Supremum,0.1,single,t4,balanced,99.2,0,1000,1,1
250,18,I,ShJ,Euclidean,0.1,single,t4,balanced,4.6,0,1000,1,1
250,18,I,ShJ,Supremum,0.1,single,t4,balanced,17.1,0,1000,1,1
250,18,Sh,SbJ,Euclidean,0.1,single,t4,balanced,14.5,0,1000,1,1
250,18,Sh,SbJ,Supremum,0.1,single,t4,balanced,39.4,0,1000,1,1
250,18,I,SbJ,Euclidean,0.1,single,t4,balanced,8.4,0,1000,1,1
250,18,I,SbJ,Supremum,0.1,single,t4,balanced,18.7,0,1000,1,1
150,12,Sh,ShP,Euclidean,0.1,single,t4,balanced,99,0,1000,1,1
150,12,Sh,ShP,Supremum,0.1,single,t4,balanced,85.6,0,1000,1,1
150,12,I,ShP,Euclidean,0.1,single,t4,balanced,5.5,0,1000,1,1
150,12,I,ShP,Supremum,0.1,single,t4,balanced,9.7,0,1000,1,1
150,12,Sh,SbP,Euclidean,0.1,single,t4,balanced,9.4,0,1000,1,1
150,12,Sh,SbP,Supremum,0.1,single,t4,balanced,13.8,0,1000,1,1
150,12,I,SbP,Euclidean,0.1,single,t4,balanced,6.7,0,1000,1,1
150,12,I,SbP,Supremum,0.1,single,t4,balanced,9.6,0,1000,1,1
150,12,Sh,ShJ,Euclidean,0.1,single,t4,balanced,97.4,0,1000,1,1
150,12,Sh,ShJ,Supremum,0.1,single,t4,balanced,72.1,0,1000,1,1
150,12,I,ShJ,Euclidean,0.1,single,t4,balanced,3.8,0,1000,1,1
150,12,I,ShJ,Supremum,0.1,single,t4,balanced,8.4,0,1000,1,1
150,12,Sh,SbJ,Euclidean,0.1,single,t4,balanced,13.2,0,1000,1,1
150,12,Sh,SbJ,Supremum,0.1,single,t4,balanced,17.1,0,1000,1,1
150,12,I,SbJ,Euclidean,0.1,single,t4,balanced,7.1,0,1000,1,1
150,12,I,SbJ,Supremum,0.1,single,t4,balanced,9.8,0,1000,1,1
150,18,Sh,ShP,Euclidean,0.2,single,t4,unbalanced,100,0,1000,0,0
150,18,Sh,ShP,Supremum,0.2,single,t4,unbalanced,100,0,1000,0,0
150,18,I,ShP,Euclidean,0.2,single,t4,unbalanced,8.5,0,1000,0,0
150,18,I,ShP,Supremum,0.2,single,t4,unbalanced,85.6,0,1000,0,0
150,18,Sh,SbP,Euclidean,0.2,single,t4,unbalanced,47.5,0,1000,1,1
150,18,Sh,SbP,Supremum,0.2,single,t4,unbalanced,97.8,0,1000,1,1
150,18,I,SbP,Euclidean,0.2,single,t4,unbalanced,14.7,0,1000,1,1
150,18,I,SbP,Supremum,0.2,single,t4,unbalanced,85.5,0,1000,1,1
150,18,Sh,ShJ,Euclidean,0.2,single,t4,unbalanced,100,0,1000,1,0
150,18,Sh,ShJ,Supremum,0.2,single,t4,unbalanced,100,0,1000,1,0
150,18,I,ShJ,Euclidean,0.2,single,t4,unbalanced,6.2,0,1000,1,0
150,18,I,ShJ,Supremum,0.2,single,t4,unbalanced,83.8,0,1000,1,0
150,18,Sh,SbJ,Euclidean,0.2,single,t4,unbalanced,50.1,0,1000,1,1
150,18,Sh,SbJ,Supremum,0.2,single,t4,unbalanced,98,0,1000,1,1
150,18,I,SbJ,Euclidean,0.2,single,t4,unbalanced,15.2,0,1000,1,1
150,18,I,SbJ,Supremum,0.2,single,t4,unbalanced,85.4,0,1000,1,1
250,18,Sh,ShP,Euclidean,0.2,single,t4,unbalanced,100,0,1000,0.996,0.995
250,18,Sh,ShP,Supremum,0.2,single,t4,unbalanced,100,0,1000,0.996,0.995
250,18,I,ShP,Euclidean,0.2,single,t4,unbalanced,19.6,0,1000,0.996,0.995
250,18,I,ShP,Supremum,0.2,single,t4,unbalanced,98.9,0,1000,0.996,0.995
250,18,Sh,SbP,Euclidean,0.2,single,t4,unbalanced,79.1,0,1000,1,1
250,18,Sh,SbP,Supremum,0.2,single,t4,unbalanced,100,0,1000,1,1
250,18,I,SbP,Euclidean,0.2,single,t4,unbalanced,26,0,1000,1,1
250,18,I,SbP,Supremum,0.2,single,t4,unbalanced,98.9,0,1000,1,1
250,18,Sh,ShJ,Euclidean,0.2,single,t4,unbalanced,100,0,1000,1,1
250,18,Sh,ShJ,Supremum,0.2,single,t4,unbalanced,100,0,1000,1,1
250,18,I,ShJ,Euclidean,0.2,single,t4,unbalanced,16.8,0,1000,1,1
250,18,I,ShJ,Supremum,0.2,single,t4,unbalanced,98.9,0,1000,1,1
250,18,Sh,SbJ,Euclidean,0.2,single,t4,unbalanced,79.7,0,1000,1,1
250,18,Sh,SbJ,Supremum,0.2,single,t4,unbalanced,100,0,1000,1,1
250,18,I,SbJ,Euclidean,0.2,single,t4,unbalanced,26.1,0,1000,1,1
250,18,I,SbJ,Supremum,0.2,single,t4,unbalanced,98.9,0,1000,1,1
150,12,Sh,ShP,Euclidean,0.1,single,t4,unbalanced,99.3,0,1000,1,1
150,12,Sh,ShP,Supremum,0.1,single,t4,unbalanced,84.1,0,1000,1,1
150,12,I,ShP,Euclidean,0.1,single,t4,unbalanced,5.9,0,1000,1,1
150,12,I,ShP,Supremum,0.1,single,t4,unbalanced,14.7,0,1000,1,1
150,12,Sh,SbP,Euclidean,0.1,single,t4,unbalanced,13.7,0,1000,1,1
150,12,Sh,SbP,Supremum,0.1,single,t4,unbalanced,26.4,0,1000,1,1
150,12,I,SbP,Euclidean,0.1,single,t4,unbalanced,7.9,0,1000,1,1
150,12,I,SbP,Supremum,0.1,single,t4,unbalanced,14.7,0,1000,1,1
150,12,Sh,ShJ,Euclidean,0.1,single,t4,unbalanced,97.8,0,1000,1,1
150,12,Sh,ShJ,Supremum,0.1,single,t4,unbalanced,71.7,0,1000,1,1
150,12,I,ShJ,Euclidean,0.1,single,t4,unbalanced,4.3,0,1000,1,1
150,12,I,ShJ,Supremum,0.1,single,t4,unbalanced,12.7,0,1000,1,1
150,12,Sh,SbJ,Euclidean,0.1,single,t4,unbalanced,15.6,0,1000,1,1
150,12,Sh,SbJ,Supremum,0.1,single,t4,unbalanced,27.8,0,1000,1,1
150,12,I,SbJ,Euclidean,0.1,single,t4,unbalanced,8.2,0,1000,1,1
150,12,I,SbJ,Supremum,0.1,single,t4,unbalanced,14.4,0,1000,1,1
150,18,Sh,ShP,Euclidean,0,none,t4,balanced,100,0,1000,0,0
150,18,Sh,ShP,Supremum,0,none,t4,balanced,100,0,1000,0,0
150,18,I,ShP,Euclidean,0,none,t4,balanced,1.8,0,1000,0,0
150,18,I,ShP,Supremum,0,none,t4,balanced,5,0,1000,0,0
150,18,Sh,SbP,Euclidean,0,none,t4,balanced,3.8,0,1000,1,1
150,18,Sh,SbP,Supremum,0,none,t4,balanced,3.5,0,1000,1,1
150,18,I,SbP,Euclidean,0,none,t4,balanced,3,0,1000,1,1
150,18,I,SbP,Supremum,0,none,t4,balanced,5,0,1000,1,1
150,18,Sh,ShJ,Euclidean,0,none,t4,balanced,100,0,1000,1,0
150,18,Sh,ShJ,Supremum,0,none,t4,balanced,100,0,1000,1,0
150,18,I,ShJ,Euclidean,0,none,t4,balanced,1.5,0,1000,1,0
150,18,I,ShJ,Supremum,0,none,t4,balanced,4.2,0,1000,1,0
150,18,Sh,SbJ,Euclidean,0,none,t4,balanced,4.2,0,1000,1,1
150,18,Sh,SbJ,Supremum,0,none,t4,balanced,3.7,0,1000,1,1
150,18,I,SbJ,Euclidean,0,none,t4,balanced,3.5,0,1000,1,1
150,18,I,SbJ,Supremum,0,none,t4,balanced,4.9,0,1000,1,1
50,6,Sh,ShP,Euclidean,0.1,single,t4,balanced,31.6,0,1000,0.989,0.989
50,6,Sh,ShP,Supremum,0.1,single,t4,balanced,23.8,0,1000,0.989,0.989
50,6,I,ShP,Euclidean,0.1,single,t4,balanced,6,0,1000,0.989,0.989
50,6,I,ShP,Supremum,0.1,single,t4,balanced,6.9,0,1000,0.989,0.989
50,6,Sh,SbP,Euclidean,0.1,single,t4,balanced,0.3,0,1000,1,1
50,6,Sh,SbP,Supremum,0.1,single,t4,balanced,1.8,0,1000,1,1
50,6,I,SbP,Euclidean,0.1,single,t4,balanced,2.7,0,1000,1,1
50,6,I,SbP,Supremum,0.1,single,t4,balanced,4,0,1000,1,1
50,6,Sh,ShJ,Euclidean,0.1,single,t4,balanced,18.6,0,1000,1,1
50,6,Sh,ShJ,Supremum,0.1,single,t4,balanced,13.2,0,1000,1,1
50,6,I,ShJ,Euclidean,0.1,single,t4,balanced,3.6,0,1000,1,1
50,6,I,ShJ,Supremum,0.1,single,t4,balanced,4.8,0,1000,1,1
50,6,Sh,SbJ,Euclidean,0.1,single,t4,balanced,5.6,0,1000,1,1
50,6,Sh,SbJ,Supremum,0.1,single,t4,balanced,5.8,0,1000,1,1
50,6,I,SbJ,Euclidean,0.1,single,t4,balanced,4.7,0,1000,1,1
50,6,I,SbJ,Supremum,0.1,single,t4,balanced,5.2,0,1000,1,1
50,12,Sh,ShP,Euclidean,0.1,single,t4,balanced,95.4,0,1000,0,0
50,12,Sh,ShP,Supremum,0.1,single,t4,balanced,82.9,0,1000,0,0
50,12,I,ShP,Euclidean,0.1,single,t4,balanced,2.2,0,1000,0,0
50,12,I,ShP,Supremum,0.1,single,t4,balanced,4.9,0,1000,0,0
50,12,Sh,SbP,Euclidean,0.1,single,t4,balanced,3.3,0,1000,1,1
50,12,Sh,SbP,Supremum,0.1,single,t4,balanced,2.3,0,1000,1,1
50,12,I,SbP,Euclidean,0.1,single,t4,balanced,3,0,1000,1,1
50,12,I,SbP,Supremum,0.1,single,t4,balanced,3.5,0,1000,1,1
50,12,Sh,ShJ,Euclidean,0.1,single,t4,balanced,98.1,0,1000,1,0
50,12,Sh,ShJ,Supremum,0.1,single,t4,balanced,87.8,0,1000,1,0
50,12,I,ShJ,Euclidean,0.1,single,t4,balanced,1,0,1000,1,0
50,12,I,ShJ,Supremum,0.1,single,t4,balanced,3.1,0,1000,1,0
50,12,Sh,SbJ,Euclidean,0.1,single,t4,balanced,6.9,0,1000,1,1
50,12,Sh,SbJ,Supremum,0.1,single,t4,balanced,5,0,1000,1,1
50,12,I,SbJ,Euclidean,0.1,single,t4,balanced,5.5,0,1000,1,1
50,12,I,SbJ,Supremum,0.1,single,t4,balanced,4.2,0,1000,1,1
150,12,Sh,ShP,Euclidean,0.2,single,t4,balanced,99.9,0,1000,1,1
150,12,Sh,ShP,Supremum,0.2,single,t4,balanced,97.7,0,1000,1,1
150,12,I,ShP,Euclidean,0.2,single,t4,balanced,21.7,0,1000,1,1
150,12,I,ShP,Supremum,0.2,single,t4,balanced,76.1,0,1000,1,1
150,12,Sh,SbP,Euclidean,0.2,single,t4,balanced,53.1,0,1000,1,1
150,12,Sh,SbP,Supremum,0.2,single,t4,balanced,91.9,0,1000,1,1
150,12,I,SbP,Euclidean,0.2,single,t4,balanced,26,0,1000,1,1
150,12,I,SbP,Supremum,0.2,single,t4,balanced,75.9,0,1000,1,1
150,12,Sh,ShJ,Euclidean,0.2,single,t4,balanced,99.7,0,1000,1,1
150,12,Sh,ShJ,Supremum,0.2,single,t4,balanced,95.1,0,1000,1,1
150,12,I,ShJ,Euclidean,0.2,single,t4,balanced,17.6,0,1000,1,1
150,12,I,ShJ,Supremum,0.2,single,t4,balanced,74.7,0,1000,1,1
150,12,Sh,SbJ,Euclidean,0.2,single,t4,balanced,65.9,0,1000,1,1
150,12,Sh,SbJ,Supremum,0.2,single,t4,balanced,93.7,0,1000,1,1
150,12,I,SbJ,Euclidean,0.2,single,t4,balanced,26.5,0,1000,1,1
150,12,I,SbJ,Supremum,0.2,single,t4,balanced,76,0,1000,1,1
250,12,Sh,ShP,Euclidean,0.1,single,t4,unbalanced,92.4,0,1000,1,1
250,12,Sh,ShP,Supremum,0.1,single,t4,unbalanced,65.1,0,1000,1,1
250,12,I,ShP,Euclidean,0.1,single,t4,unbalanced,9.6,0,1000,1,1
250,12,I,ShP,Supremum,0.1,single,t4,unbalanced,32.6,0,1000,1,1
250,12,Sh,SbP,Euclidean,0.1,single,t4,unbalanced,22.4,0,1000,1,1
250,12,Sh,SbP,Supremum,0.1,single,t4,unbalanced,51.4,0,1000,1,1
250,12,I,SbP,Euclidean,0.1,single,t4,unbalanced,10.9,0,1000,1,1
250,12,I,SbP,Supremum,0.1,single,t4,unbalanced,31.9,0,1000,1,1
250,12,Sh,ShJ,Euclidean,0.1,single,t4,unbalanced,89.2,0,1000,1,1
250,12,Sh,ShJ,Supremum,0.1,single,t4,unbalanced,61.1,0,1000,1,1
250,12,I,ShJ,Euclidean,0.1,single,t4,unbalanced,8.1,0,1000,1,1
250,12,I,ShJ,Supremum,0.1,single,t4,unbalanced,30.7,0,1000,1,1
250,12,Sh,SbJ,Euclidean,0.1,single,t4,unbalanced,24.1,0,1000,1,1
250,12,Sh,SbJ,Supremum,0.1,single,t4,unbalanced,52.1,0,1000,1,1
250,12,I,SbJ,Euclidean,0.1,single,t4,unbalanced,11.2,0,1000,1,1
250,12,I,SbJ,Supremum,0.1,single,t4,unbalanced,31.9,0,1000,1,1
250,12,Sh,ShP,Euclidean,0,none,t4,balanced,72.9,0,1000,1,1
250,12,Sh,ShP,Supremum,0,none,t4,balanced,37.6,0,1000,1,1
250,12,I,ShP,Euclidean,0,none,t4,balanced,4.1,0,1000,1,1
250,12,I,ShP,Supremum,0,none,t4,balanced,5.4,0,1000,1,1
250,12,Sh,SbP,Euclidean,0,none,t4,balanced,2.6,0,1000,1,1
250,12,Sh,SbP,Supremum,0,none,t4,balanced,4.4,0,1000,1,1
250,12,I,SbP,Euclidean,0,none,t4,balanced,5.4,0,1000,1,1
250,12,I,SbP,Supremum,0,none,t4,balanced,5,0,1000,1,1
250,12,Sh,ShJ,Euclidean,0,none,t4,balanced,66.2,0,1000,1,1
