n,d,S,Sh,norm,dtau,dtau_type,distribution,design,rejection_rate,pvalue_NA_rate,N,psd_rate,pd_rate
150,12,I,SbJ,Supremum,0.2,single,t4,unbalanced,89.6,0,1000,1,1
50,12,Sh,ShP,Euclidean,0.2,single,t4,unbalanced,96.4,0,1000,0,0
50,12,Sh,ShP,Supremum,0.2,single,t4,unbalanced,83.7,0,1000,0,0
50,12,I,ShP,Euclidean,0.2,single,t4,unbalanced,3.9,0,1000,0,0
50,12,I,ShP,Supremum,0.2,single,t4,unbalanced,16.9,0,1000,0,0
50,12,Sh,SbP,Euclidean,0.2,single,t4,unbalanced,9.5,0,1000,1,1
50,12,Sh,SbP,Supremum,0.2,single,t4,unbalanced,30.6,0,1000,1,1
50,12,I,SbP,Euclidean,0.2,single,t4,unbalanced,6.6,0,1000,1,1
50,12,I,SbP,Supremum,0.2,single,t4,unbalanced,16.1,0,1000,1,1
50,12,Sh,ShJ,Euclidean,0.2,single,t4,unbalanced,98.2,0,1000,1,0
50,12,Sh,ShJ,Supremum,0.2,single,t4,unbalanced,88.8,0,1000,1,0
50,12,I,ShJ,Euclidean,0.2,single,t4,unbalanced,1.9,0,1000,1,0
50,12,I,ShJ,Supremum,0.2,single,t4,unbalanced,12.5,0,1000,1,0
50,12,Sh,SbJ,Euclidean,0.2,single,t4,unbalanced,17,0,1000,1,1
50,12,Sh,SbJ,Supremum,0.2,single,t4,unbalanced,35.6,0,1000,1,1
50,12,I,SbJ,Euclidean,0.2,single,t4,unbalanced,8.8,0,1000,1,1
50,12,I,SbJ,Supremum,0.2,single,t4,unbalanced,15.9,0,1000,1,1
250,6,Sh,ShP,Euclidean,0.1,single,t4,unbalanced,48.4,0,1000,1,1
250,6,Sh,ShP,Supremum,0.1,single,t4,unbalanced,39.1,0,1000,1,1
250,6,I,ShP,Euclidean,0.1,single,t4,unbalanced,26.4,0,1000,1,1
250,6,I,ShP,Supremum,0.1,single,t4,unbalanced,31,0,1000,1,1
250,6,Sh,SbP,Euclidean,0.1,single,t4,unbalanced,37.6,0,1000,1,1
250,6,Sh,SbP,Supremum,0.1,single,t4,unbalanced,41,0,1000,1,1
250,6,I,SbP,Euclidean,0.1,single,t4,unbalanced,25.5,0,1000,1,1
250,6,I,SbP,Supremum,0.1,single,t4,unbalanced,30.4,0,1000,1,1
250,6,Sh,ShJ,Euclidean,0.1,single,t4,unbalanced,46.1,0,1000,1,1
250,6,Sh,ShJ,Supremum,0.1,single,t4,unbalanced,37.1,0,1000,1,1
250,6,I,ShJ,Euclidean,0.1,single,t4,unbalanced,25,0,1000,1,1
250,6,I,ShJ,Supremum,0.1,single,t4,unbalanced,29.8,0,1000,1,1
250,6,Sh,SbJ,Euclidean,0.1,single,t4,unbalanced,43.9,0,1000,1,1
250,6,Sh,SbJ,Supremum,0.1,single,t4,unbalanced,45.9,0,1000,1,1
250,6,I,SbJ,Euclidean,0.1,single,t4,unbalanced,26.6,0,1000,1,1
250,6,I,SbJ,Supremum,0.1,single,t4,unbalanced,30.7,0,1000,1,1
250,18,Sh,ShP,Euclidean,0.1,single,t4,unbalanced,100,0,1000,0.998,0.998
250,18,Sh,ShP,Supremum,0.1,single,t4,unbalanced,99.8,0,1000,0.998,0.998
250,18,I,ShP,Euclidean,0.1,single,t4,unbalanced,4.9,0,1000,0.998,0.998
250,18,I,ShP,Supremum,0.1,single,t4,unbalanced,21.4,0,1000,0.998,0.998
250,18,Sh,SbP,Euclidean,0.1,single,t4,unbalanced,15.2,0,1000,1,1
250,18,Sh,SbP,Supremum,0.1,single,t4,unbalanced,43.5,0,1000,1,1
250,18,I,SbP,Euclidean,0.1,single,t4,unbalanced,7.8,0,1000,1,1
250,18,I,SbP,Supremum,0.1,single,t4,unbalanced,21.6,0,1000,1,1
250,18,Sh,ShJ,Euclidean,0.1,single,t4,unbalanced,100,0,1000,1,1
250,18,Sh,ShJ,Supremum,0.1,single,t4,unbalanced,98.7,0,1000,1,1
250,18,I,ShJ,Euclidean,0.1,single,t4,unbalanced,4.2,0,1000,1,1
250,18,I,ShJ,Supremum,0.1,single,t4,unbalanced,19.9,0,1000,1,1
250,18,Sh,SbJ,Euclidean,0.1,single,t4,unbalanced,15.7,0,1000,1,1
250,18,Sh,SbJ,Supremum,0.1,single,t4,unbalanced,43.5,0,1000,1,1
250,18,I,SbJ,Euclidean,0.1,single,t4,unbalanced,7.9,0,1000,1,1
250,18,I,SbJ,Supremum,0.1,single,t4,unbalanced,21.6,0,1000,1,1
50,12,Sh,ShP,Euclidean,0,none,t4,balanced,96.1,0,1000,0,0
50,12,Sh,ShP,Supremum,0,none,t4,balanced,82.1,0,1000,0,0
50,12,I,ShP,Euclidean,0,none,t4,balanced,2.1,0,1000,0,0
50,12,I,ShP,Supremum,0,none,t4,balanced,5.9,0,1000,0,0
50,12,Sh,SbP,Euclidean,0,none,t4,balanced,1.5,0,1000,1,1
50,12,Sh,SbP,Supremum,0,none,t4,balanced,2.2,0,1000,1,1
50,12,I,SbP,Euclidean,0,none,t4,balanced,2.8,0,1000,1,1
50,12,I,SbP,Supremum,0,none,t4,balanced,4.4,0,1000,1,1
50,12,Sh,ShJ,Euclidean,0,none,t4,balanced,97.1,0,1000,1,0
50,12,Sh,ShJ,Supremum,0,none,t4,balanced,86.1,0,1000,1,0
50,12,I,ShJ,Euclidean,0,none,t4,balanced,0.7,0,1000,1,0
50,12,I,ShJ,Supremum,0,none,t4,balanced,3.6,0,1000,1,0
50,12,Sh,SbJ,Euclidean,0,none,t4,balanced,3.8,0,1000,1,1
50,12,Sh,SbJ,Supremum,0,none,t4,balanced,3.2,0,1000,1,1
50,12,I,SbJ,Euclidean,0,none,t4,balanced,4.3,0,1000,1,1
50,12,I,SbJ,Supremum,0,none,t4,balanced,5,0,1000,1,1
50,12,Sh,ShP,Euclidean,0.1,single,t4,unbalanced,92.9,0,1000,0,0
50,12,Sh,ShP,Supremum,0.1,single,t4,unbalanced,78.3,0,1000,0,0
50,12,I,ShP,Euclidean,0.1,single,t4,unbalanced,2.5,0,1000,0,0
50,12,I,ShP,Supremum,0.1,single,t4,unbalanced,6.1,0,1000,0,0
50,12,Sh,SbP,Euclidean,0.1,single,t4,unbalanced,3.5,0,1000,1,1
50,12,Sh,SbP,Supremum,0.1,single,t4,unbalanced,4.2,0,1000,1,1
50,12,I,SbP,Euclidean,0.1,single,t4,unbalanced,3.7,0,1000,1,1
50,12,I,SbP,Supremum,0.1,single,t4,unbalanced,4.8,0,1000,1,1
50,12,Sh,ShJ,Euclidean,0.1,single,t4,unbalanced,97.5,0,1000,1,0
50,12,Sh,ShJ,Supremum,0.1,single,t4,unbalanced,84.3,0,1000,1,0
50,12,I,ShJ,Euclidean,0.1,single,t4,unbalanced,1.4,0,1000,1,0
50,12,I,ShJ,Supremum,0.1,single,t4,unbalanced,3.3,0,1000,1,0
50,12,Sh,SbJ,Euclidean,0.1,single,t4,unbalanced,6.6,0,1000,1,1
50,12,Sh,SbJ,Supremum,0.1,single,t4,unbalanced,5.8,0,1000,1,1
50,12,I,SbJ,Euclidean,0.1,single,t4,unbalanced,5.5,0,1000,1,1
50,12,I,SbJ,Supremum,0.1,single,t4,unbalanced,5.1,0,1000,1,1
150,6,Sh,ShP,Euclidean,0.1,single,t4,balanced,11.7,0,1000,1,1
150,6,Sh,ShP,Supremum,0.1,single,t4,balanced,8.3,0,1000,1,1
150,6,I,ShP,Euclidean,0.1,single,t4,balanced,5.6,0,1000,1,1
150,6,I,ShP,Supremum,0.1,single,t4,balanced,6.2,0,1000,1,1
150,6,Sh,SbP,Euclidean,0.1,single,t4,balanced,2.7,0,1000,1,1
150,6,Sh,SbP,Supremum,0.1,single,t4,balanced,4,0,1000,1,1
150,6,I,SbP,Euclidean,0.1,single,t4,balanced,4.2,0,1000,1,1
150,6,I,SbP,Supremum,0.1,single,t4,balanced,5.1,0,1000,1,1
150,6,Sh,ShJ,Euclidean,0.1,single,t4,balanced,8.6,0,1000,1,1
150,6,Sh,ShJ,Supremum,0.1,single,t4,balanced,7.1,0,1000,1,1
150,6,I,ShJ,Euclidean,0.1,single,t4,balanced,5.1,0,1000,1,1
150,6,I,ShJ,Supremum,0.1,single,t4,balanced,5.5,0,1000,1,1
150,6,Sh,SbJ,Euclidean,0.1,single,t4,balanced,5.4,0,1000,1,1
150,6,Sh,SbJ,Supremum,0.1,single,t4,balanced,5.3,0,1000,1,1
150,6,I,SbJ,Euclidean,0.1,single,t4,balanced,5.2,0,1000,1,1
150,6,I,SbJ,Supremum,0.1,single,t4,balanced,5.6,0,1000,1,1
250,6,Sh,ShP,Euclidean,0.1,single,t4,balanced,9.3,0,1000,1,1
250,6,Sh,ShP,Supremum,0.1,single,t4,balanced,7.4,0,1000,1,1
250,6,I,ShP,Euclidean,0.1,single,t4,balanced,5.4,0,1000,1,1
250,6,I,ShP,Supremum,0.1,single,t4,balanced,5,0,1000,1,1
250,6,Sh,SbP,Euclidean,0.1,single,t4,balanced,3.7,0,1000,1,1
250,6,Sh,SbP,Supremum,0.1,single,t4,balanced,3.4,0,1000,1,1
250,6,I,SbP,Euclidean,0.1,single,t4,balanced,4.3,0,1000,1,1
250,6,I,SbP,Supremum,0.1,single,t4,balanced,4.6,0,1000,1,1
250,6,Sh,ShJ,Euclidean,0.1,single,t4,balanced,8,0,1000,1,1
250,6,Sh,ShJ,Supremum,0.1,single,t4,balanced,6.6,0,1000,1,1
250,6,I,ShJ,Euclidean,0.1,single,t4,balanced,4.6,0,1000,1,1
250,6,I,ShJ,Supremum,0.1,single,t4,balanced,4.5,0,1000,1,1
250,6,Sh,SbJ,Euclidean,0.1,single,t4,balanced,5.1,0,1000,1,1
250,6,Sh,SbJ,Supremum,0.1,single,t4,balanced,4.5,0,1000,1,1
250,6,I,SbJ,Euclidean,0.1,single,t4,balanced,5.1,0,1000,1,1
250,6,I,SbJ,Supremum,0.1,single,t4,balanced,4.6,0,1000,1,1
150,6,Sh,ShP,Euclidean,0.2,single,t4,unbalanced,91.2,0,1000,1,1
150,6,Sh,ShP,Supremum,0.2,single,t4,unbalanced,85.7,0,1000,1,1
150,6,I,ShP,Euclidean,0.2,single,t4,unbalanced,72.1,0,1000,1,1
150,6,I,ShP,Supremum,0.2,single,t4,unbalanced,84.8,0,1000,1,1
150,6,Sh,SbP,Euclidean,0.2,single,t4,unbalanced,83.4,0,1000,1,1
150,6,Sh,SbP,Supremum,0.2,single,t4,unbalanced,91.1,0,1000,1,1
150,6,I,SbP,Euclidean,0.2,single,t4,unbalanced,70.3,0,1000,1,1
150,6,I,SbP,Supremum,0.2,single,t4,unbalanced,84.3,0,1000,1,1
150,6,Sh,ShJ,Euclidean,0.2,single,t4,unbalanced,88.8,0,1000,1,1
150,6,Sh,ShJ,Supremum,0.2,single,t4,unbalanced,84.8,0,1000,1,1
150,6,I,ShJ,Euclidean,0.2,single,t4,unbalanced,69,0,1000,1,1
150,6,I,ShJ,Supremum,0.2,single,t4,unbalanced,83.5,0,1000,1,1
150,6,Sh,SbJ,Euclidean,0.2,single,t4,unbalanced,92.2,0,1000,1,1
150,6,Sh,SbJ,Supremum,0.2,single,t4,unbalanced,95.2,0,1000,1,1
150,6,I,SbJ,Euclidean,0.2,single,t4,unbalanced,72.7,0,1000,1,1
150,6,I,SbJ,Supremum,0.2,single,t4,unbalanced,84.3,0,1000,1,1
150,18,Sh,ShP,Euclidean,0.2,single,t4,balanced,100,0,1000,0,0
150,18,Sh,ShP,Supremum,0.2,single,t4,balanced,100,0,1000,0,0
150,18,I,ShP,Euclidean,0.2,single,t4,balanced,8.2,0,1000,0,0
150,18,I,ShP,Supremum,0.2,single,t4,balanced,78.2,0,1000,0,0
150,18,Sh,SbP,Euclidean,0.2,single,t4,balanced,37.5,0,1000,1,1
150,18,Sh,SbP,Supremum,0.2,single,t4,balanced,95.4,0,1000,1,1
150,18,I,SbP,Euclidean,0.2,single,t4,balanced,14.2,0,1000,1,1
150,18,I,SbP,Supremum,0.2,single,t4,balanced,77.9,0,1000,1,1
150,18,Sh,ShJ,Euclidean,0.2,single,t4,balanced,100,0,1000,1,0
150,18,Sh,ShJ,Supremum,0.2,single,t4,balanced,100,0,1000,1,0
150,18,I,ShJ,Euclidean,0.2,single,t4,balanced,6.7,0,1000,1,0
150,18,I,ShJ,Supremum,0.2,single,t4,balanced,75.5,0,1000,1,0
150,18,Sh,SbJ,Euclidean,0.2,single,t4,balanced,42.1,0,1000,1,1
150,18,Sh,SbJ,Supremum,0.2,single,t4,balanced,95.5,0,1000,1,1
150,18,I,SbJ,Euclidean,0.2,single,t4,balanced,15,0,1000,1,1
150,18,I,SbJ,Supremum,0.2,single,t4,balanced,77.6,0,1000,1,1
250,12,Sh,ShP,Euclidean,0.2,single,t4,unbalanced,100,0,1000,1,1
250,12,Sh,ShP,Supremum,0.2,single,t4,unbalanced,100,0,1000,1,1
250,12,I,ShP,Euclidean,0.2,single,t4,unbalanced,54.9,0,1000,1,1
250,12,I,ShP,Supremum,0.2,single,t4,unbalanced,99.6,0,1000,1,1
250,12,Sh,SbP,Euclidean,0.2,single,t4,unbalanced,95.1,0,1000,1,1
250,12,Sh,SbP,Supremum,0.2,single,t4,unbalanced,100,0,1000,1,1
250,12,I,SbP,Euclidean,0.2,single,t4,unbalanced,61.6,0,1000,1,1
250,12,I,SbP,Supremum,0.2,single,t4,unbalanced,99.6,0,1000,1,1
250,12,Sh,ShJ,Euclidean,0.2,single,t4,unbalanced,100,0,1000,1,1
250,12,Sh,ShJ,Supremum,0.2,single,t4,unbalanced,100,0,1000,1,1
250,12,I,ShJ,Euclidean,0.2,single,t4,unbalanced,52.1,0,1000,1,1
250,12,I,ShJ,Supremum,0.2,single,t4,unbalanced,99.6,0,1000,1,1
250,12,Sh,SbJ,Euclidean,0.2,single,t4,unbalanced,96.2,0,1000,1,1
250,12,Sh,SbJ,Supremum,0.2,single,t4,unbalanced,100,0,1000,1,1
250,12,I,SbJ,Euclidean,0.2,single,t4,unbalanced,61.6,0,1000,1,1
250,12,I,SbJ,Supremum,0.2,single,t4,unbalanced,99.6,0,1000,1,1
250,12,Sh,ShP,Euclidean,0.1,single,t4,balanced,91.2,0,1000,1,1
250,12,Sh,ShP,Supremum,0.1,single,t4,balanced,61.1,0,1000,1,1
250,12,I,ShP,Euclidean,0.1,single,t4,balanced,7.1,0,1000,1,1
250,12,I,ShP,Supremum,0.1,single,t4,balanced,18.4,0,1000,1,1
250,12,Sh,SbP,Euclidean,0.1,single,t4,balanced,18.2,0,1000,1,1
250,12,Sh,SbP,Supremum,0.1,single,t4,balanced,35.9,0,1000,1,1
250,12,I,SbP,Euclidean,0.1,single,t4,balanced,9,0,1000,1,1
250,12,I,SbP,Supremum,0.1,single,t4,balanced,18.5,0,1000,1,1
250,12,Sh,ShJ,Euclidean,0.1,single,t4,balanced,87.2,0,1000,1,1
250,12,Sh,ShJ,Supremum,0.1,single,t4,balanced,56.2,0,1000,1,1
250,12,I,ShJ,Euclidean,0.1,single,t4,balanced,6.2,0,1000,1,1
250,12,I,ShJ,Supremum,0.1,single,t4,balanced,17.2,0,1000,1,1
250,12,Sh,SbJ,Euclidean,0.1,single,t4,balanced,22.3,0,1000,1,1
250,12,Sh,SbJ,Supremum,0.1,single,t4,balanced,39.2,0,1000,1,1
250,12,I,SbJ,Euclidean,0.1,single,t4,balanced,9.4,0,1000,1,1
250,12,I,SbJ,Supremum,0.1,single,t4,balanced,18.1,0,1000,1,1
150,18,Sh,ShP,Euclidean,0,none,t4,unbalanced,100,0,1000,0,0
150,18,Sh,ShP,Supremum,0,none,t4,unbalanced,100,0,1000,0,0
150,18,I,ShP,Euclidean,0,none,t4,unbalanced,1.8,0,1000,0,0
150,18,I,ShP,Supremum,0,none,t4,unbalanced,4.9,0,1000,0,0
150,18,Sh,SbP,Euclidean,0,none,t4,unbalanced,4.6,0,1000,1,1
150,18,Sh,SbP,Supremum,0,none,t4,unbalanced,4.5,0,1000,1,1
150,18,I,SbP,Euclidean,0,none,t4,unbalanced,4.2,0,1000,1,1
150,18,I,SbP,Supremum,0,none,t4,unbalanced,4.8,0,1000,1,1
150,18,Sh,ShJ,Euclidean,0,none,t4,unbalanced,100,0,1000,1,0
150,18,Sh,ShJ,Supremum,0,none,t4,unbalanced,100,0,1000,1,0
150,18,I,ShJ,Euclidean,0,none,t4,unbalanced,1.4,0,1000,1,0
150,18,I,ShJ,Supremum,0,none,t4,unbalanced,3.9,0,1000,1,0
150,18,Sh,SbJ,Euclidean,0,none,t4,unbalanced,5.1,0,1000,1,1
150,18,Sh,SbJ,Supremum,0,none,t4,unbalanced,4.5,0,1000,1,1
150,18,I,SbJ,Euclidean,0,none,t4,unbalanced,4.5,0,1000,1,1
150,18,I,SbJ,Supremum,0,none,t4,unbalanced,5.1,0,1000,1,1
250,6,Sh,ShP,Euclidean,0,none,t4,balanced,5.8,0,1000,1,1
250,6,Sh,ShP,Supremum,0,none,t4,balanced,6.6,0,1000,1,1
250,6,I,ShP,Euclidean,0,none,t4,balanced,5.2,0,1000,1,1
250,6,I,ShP,Supremum,0,none,t4,balanced,4.5,0,1000,1,1
250,6,Sh,SbP,Euclidean,0,none,t4,balanced,2.5,0,1000,1,1
250,6,Sh,SbP,Supremum,0,none,t4,balanced,3.3,0,1000,1,1
250,6,I,SbP,Euclidean,0,none,t4,balanced,5,0,1000,1,1
250,6,I,SbP,Supremum,0,none,t4,balanced,4.2,0,1000,1,1
250,6,Sh,ShJ,Euclidean,0,none,t4,balanced,5.6,0,1000,1,1
250,6,Sh,ShJ,Supremum,0,none,t4,balanced,5.8,0,1000,1,1
250,6,I,ShJ,Euclidean,0,none,t4,balanced,4.8,0,1000,1,1
250,6,I,ShJ,Supremum,0,none,t4,balanced,4.2,0,1000,1,1
250,6,Sh,SbJ,Euclidean,0,none,t4,balanced,3.6,0,1000,1,1
250,6,Sh,SbJ,Supremum,0,none,t4,balanced,4.6,0,1000,1,1
250,6,I,SbJ,Euclidean,0,none,t4,balanced,4.9,0,1000,1,1
250,6,I,SbJ,Supremum,0,none,t4,balanced,4.4,0,1000,1,1
50,18,Sh,ShP,Euclidean,0,none,t4,unbalanced,21,0,1000,0,0
50,18,Sh,ShP,Supremum,0,none,t4,unbalanced,13.5,0,1000,0,0
50,18,I,ShP,Euclidean,0,none,t4,unbalanced,1.2,0,1000,0,0
50,18,I,ShP,Supremum,0,none,t4,unbalanced,4.5,0,1000,0,0
50,18,Sh,SbP,Euclidean,0,none,t4,unbalanced,2.1,0,1000,1,1
50,18,Sh,SbP,Supremum,0,none,t4,unbalanced,3.6,0,1000,1,1
50,18,I,SbP,Euclidean,0,none,t4,unbalanced,3.3,0,1000,1,1
50,18,I,SbP,Supremum,0,none,t4,unbalanced,5,0,1000,1,1
50,18,Sh,ShJ,Euclidean,0,none,t4,unbalanced,10.9,0,1000,1,0
50,18,Sh,ShJ,Supremum,0,none,t4,unbalanced,7,0,1000,1,0
50,18,I,ShJ,Euclidean,0,none,t4,unbalanced,0.7,0,1000,1,0
50,18,I,ShJ,Supremum,0,none,t4,unbalanced,3.6,0,1000,1,0
50,18,Sh,SbJ,Euclidean,0,none,t4,unbalanced,3.5,0,1000,1,1
50,18,Sh,SbJ,Supremum,0,none,t4,unbalanced,4.2,0,1000,1,1
50,18,I,SbJ,Euclidean,0,none,t4,unbalanced,4.9,0,1000,1,1
50,18,I,SbJ,Supremum,0,none,t4,unbalanced,4.9,0,1000,1,1
50,6,Sh,ShP,Euclidean,0.2,single,t4,balanced,28.9,0,1000,0.983,0.983
50,6,Sh,ShP,Supremum,0.2,single,t4,balanced,19.6,0,1000,0.983,0.983
50,6,I,ShP,Euclidean,0.2,single,t4,balanced,6.9,0,1000,0.983,0.983
50,6,I,ShP,Supremum,0.2,single,t4,balanced,7.6,0,1000,0.983,0.983
50,6,Sh,SbP,Euclidean,0.2,single,t4,balanced,0.6,0,1000,1,1
50,6,Sh,SbP,Supremum,0.2,single,t4,balanced,1.6,0,1000,1,1
50,6,I,SbP,Euclidean,0.2,single,t4,balanced,2.4,0,1000,1,1
50,6,I,SbP,Supremum,0.2,single,t4,balanced,3.9,0,1000,1,1
50,6,Sh,ShJ,Euclidean,0.2,single,t4,balanced,15.6,0,1000,1,1
50,6,Sh,ShJ,Supremum,0.2,single,t4,balanced,10,0,1000,1,1
50,6,I,ShJ,Euclidean,0.2,single,t4,balanced,4.5,0,1000,1,1
50,6,I,ShJ,Supremum,0.2,single,t4,balanced,5.2,0,1000,1,1
50,6,Sh,SbJ,Euclidean,0.2,single,t4,balanced,5.1,0,1000,1,1
50,6,Sh,SbJ,Supremum,0.2,single,t4,balanced,6.3,0,1000,1,1
50,6,I,SbJ,Euclidean,0.2,single,t4,balanced,5.2,0,1000,1,1
50,6,I,SbJ,Supremum,0.2,single,t4,balanced,5.9,0,1000,1,1
50,18,Sh,ShP,Euclidean,0.1,single,t4,balanced,24.1,0,1000,0,0
50,18,Sh,ShP,Supremum,0.1,single,t4,balanced,15.7,0,1000,0,0
50,18,I,ShP,Euclidean,0.1,single,t4,balanced,0.9,0,1000,0,0
50,18,I,ShP,Supremum,0.1,single,t4,balanced,4,0,1000,0,0
50,18,Sh,SbP,Euclidean,0.1,single,t4,balanced,3.4,0,1000,1,1
50,18,Sh,SbP,Supremum,0.1,single,t4,balanced,3,0,1000,1,1
50,18,I,SbP,Euclidean,0.1,single,t4,balanced,4.1,0,1000,1,1
50,18,I,SbP,Supremum,0.1,single,t4,balanced,4.3,0,1000,1,1
50,18,Sh,ShJ,Euclidean,0.1,single,t4,balanced,13.8,0,1000,1,0
50,18,Sh,ShJ,Supremum,0.1,single,t4,balanced,8.9,0,1000,1,0
50,18,I,ShJ,Euclidean,0.1,single,t4,balanced,0.6,0,1000,1,0
50,18,I,ShJ,Supremum,0.1,single,t4,balanced,2.8,0,1000,1,0
50,18,Sh,SbJ,Euclidean,0.1,single,t4,balanced,4.8,0,1000,1,1
50,18,Sh,SbJ,Supremum,0.1,single,t4,balanced,3.8,0,1000,1,1
50,18,I,SbJ,Euclidean,0.1,single,t4,balanced,5.6,0,1000,1,1
50,18,I,SbJ,Supremum,0.1,single,t4,balanced,4.6,0,1000,1,1
250,12,Sh,ShP,Euclidean,0.2,single,t4,balanced,100,0,1000,1,1
250,12,Sh,ShP,Supremum,0.2,single,t4,balanced,99.9,0,1000,1,1
250,12,I,ShP,Euclidean,0.2,single,t4,balanced,45.2,0,1000,1,1
250,12,I,ShP,Supremum,0.2,single,t4,balanced,98.1,0,1000,1,1
250,12,Sh,SbP,Euclidean,0.2,single,t4,balanced,87.2,0,1000,1,1
250,12,Sh,SbP,Supremum,0.2,single,t4,balanced,99.8,0,1000,1,1
250,12,I,SbP,Euclidean,0.2,single,t4,balanced,48.5,0,1000,1,1
250,12,I,SbP,Supremum,0.2,single,t4,balanced,98.1,0,1000,1,1
250,12,Sh,ShJ,Euclidean,0.2,single,t4,balanced,99.8,0,1000,1,1
250,12,Sh,ShJ,Supremum,0.2,single,t4,balanced,99.5,0,1000,1,1
250,12,I,ShJ,Euclidean,0.2,single,t4,balanced,41.2,0,1000,1,1
250,12,I,ShJ,Supremum,0.2,single,t4,balanced,97.9,0,1000,1,1
250,12,Sh,SbJ,Euclidean,0.2,single,t4,balanced,92.1,0,1000,1,1
250,12,Sh,SbJ,Supremum,0.2,single,t4,balanced,99.8,0,1000,1,1
250,12,I,SbJ,Euclidean,0.2,single,t4,balanced,49.4,0,1000,1,1
250,12,I,SbJ,Supremum,0.2,single,t4,balanced,98.1,0,1000,1,1
50,12,Sh,ShP,Euclidean,0,none,t4,unbalanced,92.4,0,1000,0,0
50,12,Sh,ShP,Supremum,0,none,t4,unbalanced,78.4,0,1000,0,0
50,12,I,ShP,Euclidean,0,none,t4,unbalanced,2.1,0,1000,0,0
50,12,I,ShP,Supremum,0,none,t4,unbalanced,4.3,0,1000,0,0
50,12,Sh,SbP,Euclidean,0,none,t4,unbalanced,2,0,1000,1,1
50,12,Sh,SbP,Supremum,0,none,t4,unbalanced,2.4,0,1000,1,1
50,12,I,SbP,Euclidean,0,none,t4,unbalanced,2.9,0,1000,1,1
50,12,I,SbP,Supremum,0,none,t4,unbalanced,3.7,0,1000,1,1
50,12,Sh,ShJ,Euclidean,0,none,t4,unbalanced,96,0,1000,1,0
50,12,Sh,ShJ,Supremum,0,none,t4,unbalanced,83.6,0,1000,1,0
50,12,I,ShJ,Euclidean,0,none,t4,unbalanced,1.1,0,1000,1,0
50,12,I,ShJ,Supremum,0,none,t4,unbalanced,2.5,0,1000,1,0
50,12,Sh,SbJ,Euclidean,0,none,t4,unbalanced,3.7,0,1000,1,1
50,12,Sh,SbJ,Supremum,0,none,t4,unbalanced,2.8,0,1000,1,1
50,12,I,SbJ,Euclidean,0,none,t4,unbalanced,4.7,0,1000,1,1
50,12,I,SbJ,Supremum,0,none,t4,unbalanced,4.1,0,1000,1,1
